"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","impacto_salud_mental"
-2.77922271146601,-1.46808305027259,-1.37912524716989,-1.99875132300876,0.449844332230295,-0.820365484792454,-1.82086329673657,0.752719935606477,-0.366379422816371,-0.819155138408933,0.961756986072805,0.458039176613669,-1.77590283319846,-0.259930463303016,0.294301204870149,"Moderada Afectación"
0.345111349577116,2.66539914811773,-1.78430596651146,-3.40328282987604,1.43938494191431,0.230875810953578,-1.22325756342207,0.173932639922828,0.185435219778183,-0.250497367745489,0.89362670153188,0.863627795880046,-0.879780698550615,-0.553911320592522,2.2080465134483,"Baja Afectación"
-2.59950135643838,-2.66930386427636,5.87808593806994,-2.95372511066417,0.276851725387554,-0.954161996693861,3.23832545958611,1.49759429953112,-1.23245096419142,-0.344708682135472,-1.05708026350498,2.37313062231306,0.960377977182595,-1.19018562463306,-1.52912654762154,"Moderada Afectación"
3.20110807334388,0.497055386284961,-1.01880159564417,-2.59580664294037,0.831406100879197,0.45217970268118,-1.66691297136606,1.08756444004226,-1.09154824140699,-0.307987647023927,-0.286911640395347,0.355184947411286,-0.534763419120017,0.123970863536749,1.66891618066995,"Baja Afectación"
2.50091599919846,-2.90615974959852,1.11036864658932,-0.640972595776658,-0.0858531513144174,1.4182735395759,-0.548252572969181,0.274632813834681,-1.05202995686914,0.154796331038084,-1.39538615487396,0.841480012914557,0.323656767514193,1.6889186214746,-1.13391893205613,"Baja Afectación"
1.0319934036401,1.20984813511953,-1.84739580903975,-2.40833997134143,-0.803233856917896,-0.141111350379161,0.627081193633171,-0.720669682304923,0.708081207839857,0.840703682580375,-0.479339171428745,1.22648501194658,1.78724260252584,0.0249966171526962,1.05056062199842,"Baja Afectación"
-5.54579450772774,-1.25940922762134,2.48741025486882,-0.411515119886243,0.886469869146462,-1.82240552900585,1.2477182639141,0.552353278456441,2.58221173497002,0.618452299271628,-0.979471043659081,-1.38063922639415,-0.94836614590556,1.56399607233198,1.39390805124699,"Moderada Afectación"
-2.11849034224984,-3.15953721669733,0.00978981050296968,0.877695664664043,-0.46793316855405,-0.847574922445442,-0.838739722446942,-1.61122942700354,1.70190349862556,0.156998689496073,1.58244303350838,-0.0428509229646046,0.385929129630102,0.0861831088338699,-1.41237026463176,"Moderada Afectación"
0.940285151092339,-1.76954401726153,-0.889520504385448,0.162645770591269,-1.18096318586811,-0.524870701723973,1.74000048892564,-0.422791501436747,0.566745643558485,-0.862803368729397,-1.53917584983506,0.213521041747384,0.331414001096792,2.07396883121343,-0.574317898472611,"Baja Afectación"
-12.10560885753,1.66153391416603,-0.214340602186264,1.49752408831547,2.92808272266912,-1.3199738084958,0.261908581920181,0.014862797456915,-2.39599018642808,0.0663503985824192,1.72621717138672,-1.85530521707974,1.07025458775342,0.0538156608577207,-1.15723449522936,"Alta Afectación"
5.01418001857659,1.7297197203224,0.549408634346831,-0.0707670467080398,2.07593717568897,-1.41560659962136,-1.82334594605109,1.80359702072776,-0.0360745591651611,0.0468508021530047,-1.60880307665721,-0.193626225762544,0.183235951475679,1.26945688488425,0.161695287584699,"Baja Afectación"
2.76539885895078,0.39569322120135,0.216959892850506,0.387663099528066,-0.471798240671035,1.63188262871362,-0.722941453967117,1.31906833177976,-1.72854898007815,1.74521714951862,0.393647768750946,-2.49097682054034,0.906447017468993,-1.2649362222128,-0.936407223270125,"Baja Afectación"
3.19170366697425,-2.60288408663707,-0.336015156751116,0.492602907957163,2.19591665094498,-0.252145952008397,-0.694635755265356,-0.747973140079426,1.64208614737843,-1.03984346592448,0.126733626501731,-0.0630723390659725,-1.07326599741423,0.969809407227489,-1.38257009147198,"Baja Afectación"
