"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"P11_8",0.20165510859261,-0.172129182861145,0.00136480692226204,0.0193685139099678,-0.0190060855544905,0.0220193040444103,-0.107268784412645,0.0975441345576072,-0.0458991820218473,0.00183010037605285,0.165851098769666,-0.0851215467720772,0.0857658623963642,-0.0291550661904049,-0.0417525761888468
"P11_9",0.204874210168894,-0.172470641870649,0.0129205678861006,-0.0491861047914531,-0.00182649505559424,0.0205668148786203,-0.151141460432377,0.0719432778309532,-0.0550698530260703,0.0449693892161958,0.0925519312805629,-0.110301113743748,0.0690303867520206,0.0113399499386156,-0.0592646488945731
"P12_1",0.148185347031751,0.189693603865267,0.0893630534516994,0.140032678611908,0.166849669591088,0.139743313732278,0.0181895586123861,0.0343235664943591,-0.00369567785545552,0.0279902376405589,-0.0409470078646625,-0.0764577321490224,-0.216749022006824,-0.0018306220911983,-0.0453092929149518
"P12_2",0.154214810387384,0.144664503988797,-0.0456167237638603,0.0466224294951863,0.0826857048278462,0.141543479397836,-0.0321481195259412,-0.0390336077925939,0.211317909777338,-0.105885360831283,0.183503700794309,0.106759057670112,0.0904961701656849,-0.12233231784667,-0.108045146076556
"P12_3",0.157306528312853,0.198685457107508,0.124567097638429,0.15045371696188,0.0527428865035197,-0.139981713625982,-0.086231375051752,0.030253291214647,-0.199441500967031,0.149614225628673,-0.0954332451802505,0.0408567573538879,-0.0557519023691465,-0.0237965028332617,0.00961783301258563
"P12_4",0.147537950085109,0.214118521563653,0.082897492312997,0.12084511878757,0.0783088836554444,-0.128018561264458,-0.191604027794128,0.0402251084425448,-0.169422508562505,0.0203997452836629,-0.0454908597659243,0.0291357747970349,0.0428446390849436,-0.116662733866231,-0.121974406498877
"P12_5",0.129250069537735,0.220265142662888,0.0587165125584568,0.146199059396702,0.0159151217586299,-0.215875010297047,0.106725927768499,0.00644324554230765,-0.134283041149117,0.0810763370664235,-0.00745167520068481,0.0583439503129298,-0.0588628928390487,-0.142535201012238,0.0314787495615976
"P12_6",0.131161713051887,0.235398851455924,0.0742394263200677,0.0533875553022446,-0.103106090007857,-0.198990846839982,-0.054918696138924,-0.00399210636269068,-0.243915302049805,0.134374843208859,-0.0402624982249581,-0.102990280786221,0.053568588039064,-0.00590343473608242,0.0013132060992834
"P12_7",0.158417846879212,0.20760503947273,-0.0998787413790928,-0.0136781895210202,0.00256283985288566,0.0702894617737499,0.116897644282501,-0.0106952952658337,0.0195575122266053,-0.145694927529412,-0.14622612775824,-0.0250889396082756,-0.290808116103266,-0.00898250913003681,0.0528158153781298
"P12_8",0.131507177767541,0.245642749666136,-0.0391375121217917,-0.0852854304575792,0.173893961709273,0.0388698905859056,0.0521183063515014,-0.0890694950109611,0.125517811879864,0.129967773727167,-0.107015937344247,0.180222140753979,0.0105847848746962,-0.0175931558229383,0.0663589676174057
"P12_9",0.140588636065206,0.233868453007461,0.0140662849289662,0.0657816195648105,0.0800830747529059,-0.117279863370725,0.00303131928234907,-0.0638950446331585,0.0378214337417661,-0.0965199916087948,-0.100273401249576,-0.128444218880257,0.138980325620934,-0.172559453378328,0.0206457819695005
"P12_10",0.0965061012002598,0.162790793690448,-0.00785521158674416,-0.182535357962852,-0.412417264457365,0.211589117101402,0.104731149182428,-0.0160192003316386,-0.173450651185924,0.0431460866007886,0.0972727066762164,-0.0336484933381658,0.0302076768073684,0.127536411451099,-0.070788854367734
"P12_11",0.0987948277899574,0.194683491025933,0.079696352526863,-0.152658681756951,-0.332452446666396,0.183163911483508,0.165808370159847,-0.0503649315248586,-0.160093541380047,0.0759604753536704,-0.0191121079080202,-0.088650337165725,0.07549602888674,0.097915208047183,-0.000739609522407638
"P12_12",0.128518572096747,0.23841964218894,-0.110686657157561,-0.167234704789057,-0.0409521337205478,0.0590196163808,0.140631859693387,-0.0589297121457037,0.0624522130117084,0.0230517277424199,-0.0886215334832276,-0.126648028044671,0.222738298856096,-0.11944773308225,-0.00985685872254134
"P12_13",0.132965590473563,0.0944412253139011,-0.098218118234757,-0.0293387574111892,0.250242150736882,0.159091357260472,0.182664428649444,0.0330774871624673,0.0609111349863427,-0.0154248140220231,-0.229055689310818,0.0322588601099306,0.108521400649865,-0.0568026775149647,0.0896495565117011
