"","x"
"PC1",0.588789587580722
"PC2",-0.181367317621336
"PC3",0.0751200899230084
"PC4",0.0610269519741277
"PC5",0.0251006840299106
"PC6",0.142943166418504
"PC7",0.000839618260149723
"PC8",0.165629860145424
"PC9",0.164076705058628
"PC10",-0.211454381297931
"PC11",0.266440881521102
"PC12",-0.124055289946161
"PC13",0.273094667730525
"PC14",-0.129272592490819
"PC15",0.121418579417714
