"CCAA","PROV","SEXO","EDAD","P1","P2","P3","P3A","P5_1","P5_2","P5_3","P5_4","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P7","P8","P9","P10","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P11_8","P11_9","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12_8","P12_9","P12_10","P12_11","P12_12","P12_13","P12_14","P12_15","P14A","P14B","P16A","P16B","P18","P26","P27","P28","P29","P30","P13_dolores","impacto_raw","impacto_salud_mental"
"Galicia","Pontevedra","Hombre",47,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,3,4,4,4,4,4,4,3,5,1,1,2,2,5,5,5,5,5,2,5,3,3,2,2,2,2,2,2,2,2,2,2,1,167,"Baja Afectación"
"Galicia","Pontevedra","Mujer",50,2,2,2,2,2,3,3,3,2,4,4,4,3,2,4,1,1,1,2,3,3,3,2,4,2,3,3,3,3,3,3,3,1,3,5,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,122,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",53,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,1,2,1,2,4,4,3,4,4,4,4,4,4,3,3,3,3,2,3,5,5,4,3,5,2,5,4,4,2,2,2,2,2,2,2,2,2,2,1,167,"Baja Afectación"
"Galicia","Pontevedra","Mujer",45,1,2,2,1,3,4,4,4,4,4,4,3,4,4,1,3,2,3,2,4,3,4,4,4,4,4,4,4,3,5,1,1,1,1,5,5,1,1,1,1,2,3,3,1,1,1,2,1,2,2,2,2,2,1,141,"Baja Afectación"
"Galicia","Pontevedra","Mujer",43,2,2,2,2,1,2,1,2,2,3,4,2,1,2,3,2,2,2,2,3,2,1,1,1,3,3,2,2,5,5,5,5,4,5,5,5,1,3,2,2,1,1,5,1,1,2,2,1,2,2,2,2,2,1,129,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",20,2,2,1,1,3,4,4,4,3,4,4,4,4,4,4,1,2,1,2,3,4,4,4,4,4,3,3,3,3,4,1,1,1,1,4,4,3,4,1,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,148,"Baja Afectación"
"Galicia","Pontevedra","Hombre",83,3,2,2,2,4,3,2,3,4,4,4,4,4,4,4,3,2,1,2,4,3,4,4,4,3,3,3,3,5,5,1,2,1,1,1,5,2,5,5,2,1,5,2,2,2,2,2,2,1,2,1,2,2,1,150,"Baja Afectación"
"Galicia","Pontevedra","Mujer",36,1,2,2,2,1,1,1,3,3,3,4,3,1,1,1,1,1,1,2,3,3,4,4,3,4,3,3,3,1,1,1,1,1,1,1,1,1,5,5,5,3,2,1,1,1,1,2,1,1,2,2,2,2,1,110,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",57,1,2,2,2,2,4,4,4,2,4,4,2,2,2,2,1,2,1,2,3,3,3,2,3,4,3,3,3,2,2,1,1,1,2,3,3,2,4,3,2,3,2,3,1,1,1,1,2,2,2,2,2,2,1,123,"Moderada Afectación"
"Galicia","Pontevedra","Hombre",53,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,3,2,1,2,4,3,4,4,4,3,4,3,4,5,5,3,3,3,3,5,5,3,5,5,3,5,5,3,2,2,2,2,1,2,2,2,2,2,2,173,"Baja Afectación"
"Galicia","Pontevedra","Hombre",44,2,2,1,1,4,4,4,4,3,4,4,4,4,4,4,3,2,3,2,4,4,4,4,4,4,4,4,4,2,3,3,3,2,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,1,167,"Baja Afectación"
"Galicia","Pontevedra","Hombre",60,1,2,2,2,4,4,1,4,3,4,4,4,3,1,2,1,1,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,116,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",32,4,2,2,2,3,3,4,4,3,4,4,3,4,3,3,1,2,1,2,4,4,4,2,4,4,3,3,3,3,3,2,2,2,1,4,2,2,5,5,5,2,3,3,2,1,1,2,2,2,2,2,2,2,1,148,"Baja Afectación"
"Galicia","Pontevedra","Mujer",58,2,2,2,2,4,3,4,4,3,4,4,4,3,1,2,1,2,1,2,3,4,4,4,4,4,4,4,3,2,4,2,2,1,2,4,4,5,5,5,5,5,4,4,2,2,2,1,2,1,2,2,2,2,2,158,"Baja Afectación"
"Galicia","Pontevedra","Mujer",84,1,2,2,2,3,2,4,4,2,4,4,4,4,4,4,3,2,1,2,4,4,4,2,4,1,1,4,1,5,5,2,5,3,5,5,5,5,5,5,5,5,5,2,1,1,1,1,2,1,2,2,2,2,1,162,"Baja Afectación"
"Galicia","Pontevedra","Mujer",45,1,2,2,2,3,4,2,2,1,2,4,3,3,4,3,1,1,1,2,2,3,1,1,2,3,2,2,2,2,5,2,1,1,2,3,3,2,1,1,2,5,1,1,1,1,2,1,2,1,1,1,2,2,1,108,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",36,2,1,2,1,3,2,3,2,2,4,4,2,1,3,2,1,2,1,2,4,3,2,3,3,4,3,2,3,2,5,3,5,2,5,1,4,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,125,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",38,2,1,2,2,2,4,3,4,4,4,4,3,4,4,4,1,1,1,2,4,3,4,4,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,1,2,1,2,2,2,2,2,1,145,"Baja Afectación"
"Galicia","Pontevedra","Mujer",63,1,2,2,2,3,4,3,4,3,4,4,4,3,3,3,3,1,1,2,3,4,4,4,3,4,3,4,3,2,5,3,2,2,1,3,4,5,5,5,1,5,5,3,2,2,2,2,2,2,2,2,2,2,1,156,"Baja Afectación"
"Galicia","Pontevedra","Hombre",59,1,2,2,2,4,4,4,4,3,4,4,4,4,3,2,3,2,1,2,4,3,4,4,1,1,3,3,3,3,5,1,1,1,1,3,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,1,127,"Moderada Afectación"
"Galicia","Pontevedra","Mujer",58,2,2,2,2,1,1,1,1,2,4,4,1,4,1,2,3,1,1,1,1,1,1,1,2,1,2,1,1,4,4,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,84,"Alta Afectación"
"Madrid","Madrid","Mujer",52,1,2,2,2,1,1,4,3,1,4,4,3,1,1,4,1,1,1,2,3,3,4,4,3,4,3,3,3,4,2,2,2,2,2,4,5,2,4,3,3,5,3,3,1,2,1,2,2,1,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",31,1,2,2,2,3,1,4,4,2,2,2,2,2,3,3,1,1,1,1,1,2,1,3,3,4,3,3,3,1,1,1,1,1,1,1,2,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,103,"Moderada Afectación"
"Madrid","Madrid","Mujer",45,3,2,2,1,3,4,4,4,3,4,4,4,4,4,4,3,2,3,2,4,4,3,4,3,3,4,4,3,3,4,1,3,1,1,4,3,1,4,4,3,5,3,3,1,1,2,2,1,2,2,2,2,2,1,153,"Baja Afectación"
"Madrid","Madrid","Hombre",36,1,2,2,2,4,3,3,3,3,4,4,3,3,1,1,1,1,1,2,3,3,4,4,4,4,4,4,3,1,4,1,4,4,1,3,2,2,1,1,1,4,3,2,2,1,2,2,1,2,2,2,2,2,1,130,"Moderada Afectación"
"Madrid","Madrid","Mujer",44,2,2,2,2,4,4,4,4,4,4,4,3,4,3,3,3,1,1,2,4,4,3,4,4,4,4,4,4,2,4,2,2,2,2,3,2,2,4,2,2,4,4,2,1,2,2,2,2,2,2,2,2,2,2,151,"Baja Afectación"
"Madrid","Madrid","Hombre",51,1,2,2,2,4,4,4,4,3,4,4,4,4,3,3,1,2,1,2,4,4,4,4,4,4,4,3,3,1,5,1,1,1,1,1,1,1,1,1,1,5,5,5,2,1,1,2,2,2,2,2,2,2,2,139,"Moderada Afectación"
"Madrid","Madrid","Hombre",60,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,3,1,1,2,4,4,4,4,4,4,4,4,4,3,5,2,2,2,4,2,5,1,5,2,1,5,2,1,2,1,1,2,2,2,2,2,2,2,1,155,"Baja Afectación"
"Madrid","Madrid","Hombre",39,1,2,2,1,3,3,2,3,2,4,4,3,2,1,2,1,1,1,2,3,3,3,1,2,3,3,2,2,1,2,1,1,1,1,4,2,1,2,1,1,3,1,2,2,1,2,2,1,1,2,2,2,2,1,104,"Moderada Afectación"
"Madrid","Madrid","Mujer",48,3,1,2,2,4,4,4,4,3,4,4,4,4,4,2,1,1,1,2,4,4,4,4,4,3,4,2,4,3,5,2,3,3,3,5,5,5,5,5,3,5,3,5,2,1,2,2,1,2,2,2,2,2,2,167,"Baja Afectación"
"Madrid","Madrid","Mujer",51,1,2,2,2,2,4,4,4,3,4,4,3,4,1,3,1,2,1,2,3,4,4,4,3,4,3,4,4,2,4,2,2,3,4,4,2,2,4,2,5,3,2,2,2,2,2,2,1,2,2,2,2,2,1,145,"Baja Afectación"
"Madrid","Madrid","Mujer",38,1,2,1,1,3,4,3,4,3,3,4,3,1,3,3,3,1,3,1,4,4,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,4,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,119,"Moderada Afectación"
"Madrid","Madrid","Hombre",43,2,2,2,2,4,4,4,4,4,4,4,4,4,1,4,3,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,2,5,5,2,4,4,4,2,2,2,1,2,2,2,2,2,2,2,166,"Baja Afectación"
"Madrid","Madrid","Hombre",36,3,2,2,1,3,3,3,4,2,2,4,2,2,2,3,1,1,1,2,4,3,3,4,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,128,"Moderada Afectación"
"Madrid","Madrid","Mujer",73,3,2,2,2,4,2,2,4,4,4,4,4,3,2,4,1,2,1,2,4,3,4,4,4,4,3,3,3,3,3,1,1,1,2,5,2,5,5,5,1,5,1,1,2,2,1,1,2,2,1,2,1,2,1,142,"Baja Afectación"
"Madrid","Madrid","Hombre",39,2,2,2,2,4,3,1,1,2,4,3,3,3,2,2,3,2,1,2,3,3,4,3,4,3,3,3,3,2,2,1,2,3,2,3,3,2,5,5,2,3,2,1,1,1,2,2,1,2,2,2,2,2,1,129,"Moderada Afectación"
"Madrid","Madrid","Mujer",50,2,2,2,2,4,4,4,4,3,4,4,4,4,3,3,1,1,1,2,4,4,4,4,4,4,4,4,3,2,5,2,2,2,2,5,5,2,5,2,2,4,2,2,1,1,2,2,2,2,2,2,2,2,1,152,"Baja Afectación"
"Madrid","Madrid","Hombre",40,1,2,2,1,2,3,3,3,2,4,3,3,2,2,2,1,1,2,1,3,3,3,4,3,4,3,3,2,3,3,2,2,2,3,4,2,2,4,4,2,4,2,2,1,1,2,2,1,2,2,2,2,2,1,127,"Moderada Afectación"
"Madrid","Madrid","Hombre",29,2,2,2,2,4,4,4,4,3,4,4,4,3,3,4,1,2,1,2,4,4,4,4,3,3,4,4,4,4,5,1,1,1,1,5,5,3,5,5,3,5,1,1,2,1,2,2,2,2,2,2,2,2,1,155,"Baja Afectación"
"Madrid","Madrid","Mujer",22,2,2,2,2,4,2,3,3,1,4,4,3,3,2,4,3,2,1,1,3,2,2,4,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,3,4,3,1,1,2,2,2,2,2,2,2,2,1,124,"Moderada Afectación"
"Madrid","Madrid","Hombre",41,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,3,3,4,3,4,3,5,5,3,2,2,1,2,2,2,2,2,2,2,2,164,"Baja Afectación"
"Madrid","Madrid","Hombre",32,3,2,1,1,4,4,4,4,3,4,4,4,4,3,4,3,1,3,2,4,4,3,4,3,4,4,4,4,3,5,1,1,3,3,3,5,1,4,4,3,5,5,1,1,1,2,2,2,2,2,2,2,2,1,158,"Baja Afectación"
"Madrid","Madrid","Mujer",28,2,2,2,2,1,3,3,4,4,3,4,3,4,3,4,3,1,1,2,3,4,3,4,3,3,3,1,3,2,1,1,1,2,1,4,1,1,1,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,1,122,"Moderada Afectación"
"Madrid","Madrid","Mujer",49,4,2,2,2,4,4,3,4,4,3,4,4,4,3,4,1,2,3,2,4,4,4,3,4,3,4,3,4,5,5,3,3,4,4,5,5,3,5,3,4,4,3,5,2,2,1,2,2,1,1,2,2,2,1,171,"Baja Afectación"
"Madrid","Madrid","Hombre",42,3,2,2,1,3,3,3,4,3,4,4,3,3,3,3,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,152,"Baja Afectación"
"Madrid","Madrid","Hombre",67,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,3,2,5,5,5,3,5,5,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,177,"Baja Afectación"
"Madrid","Madrid","Mujer",23,2,1,2,2,3,4,2,2,1,2,4,1,1,1,1,2,2,1,1,2,2,1,4,3,3,2,1,2,1,4,1,2,1,3,3,4,3,5,5,3,4,3,4,1,1,2,2,1,2,2,2,2,2,1,119,"Moderada Afectación"
"Madrid","Madrid","Hombre",62,2,2,2,2,3,4,4,4,3,4,4,4,3,4,4,3,1,1,2,4,4,4,3,4,4,4,4,4,3,5,3,3,2,3,5,5,5,5,5,5,4,2,5,2,2,1,1,2,2,2,2,2,2,1,170,"Baja Afectación"
"Madrid","Madrid","Mujer",26,3,1,2,2,4,3,3,3,3,3,4,3,3,4,4,3,2,1,2,3,3,4,4,3,4,4,3,4,4,4,1,1,1,1,4,4,4,4,4,3,4,4,3,1,1,1,2,2,1,2,2,2,2,1,148,"Baja Afectación"
"Madrid","Madrid","Mujer",44,2,2,2,2,3,3,3,4,3,4,4,3,4,1,4,1,2,2,2,3,4,4,4,4,3,3,3,3,1,1,1,1,2,2,2,1,2,1,1,1,3,3,3,2,1,1,2,1,2,2,2,2,2,1,125,"Moderada Afectación"
"Madrid","Madrid","Mujer",42,1,2,2,2,1,3,3,4,1,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,2,1,2,1,2,2,2,2,2,1,99,"Moderada Afectación"
"Madrid","Madrid","Hombre",28,2,2,2,1,4,4,3,4,4,4,4,4,4,4,3,3,2,1,2,4,4,4,4,4,3,3,4,3,4,4,3,3,3,1,4,3,4,1,1,2,4,2,2,2,1,2,2,2,1,2,2,2,2,2,151,"Baja Afectación"
"Madrid","Madrid","Mujer",45,1,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,2,1,1,2,2,2,4,2,3,2,2,2,3,3,1,1,1,1,3,2,1,1,1,1,5,1,2,1,1,1,2,1,1,1,1,2,2,1,94,"Moderada Afectación"
"Madrid","Madrid","Mujer",28,2,2,2,2,2,2,4,4,3,4,4,4,1,4,4,1,1,1,2,4,3,4,3,4,4,3,3,3,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,123,"Moderada Afectación"
"Madrid","Madrid","Hombre",57,2,2,1,1,3,3,3,3,3,4,4,3,3,3,3,1,1,3,2,3,3,3,2,3,4,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,1,1,2,2,2,2,2,2,2,2,1,128,"Moderada Afectación"
"Madrid","Madrid","Hombre",56,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,166,"Baja Afectación"
"Madrid","Madrid","Mujer",75,1,2,2,2,3,4,3,4,4,4,4,4,3,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,2,2,1,1,2,2,2,1,2,2,1,182,"Baja Afectación"
"Madrid","Madrid","Hombre",46,2,2,2,2,2,2,1,3,4,4,4,4,4,4,4,1,1,1,2,1,1,2,1,1,3,3,4,1,3,4,2,2,2,1,4,2,1,3,3,2,1,4,1,2,2,2,2,2,2,2,2,2,2,1,122,"Moderada Afectación"
"Madrid","Madrid","Hombre",50,3,2,2,1,3,4,3,4,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,3,5,3,3,2,1,2,2,1,1,2,2,2,2,1,163,"Baja Afectación"
"Madrid","Madrid","Hombre",36,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,1,2,3,2,4,4,4,4,4,4,4,4,4,3,5,4,3,3,3,4,4,4,4,3,2,4,3,2,2,2,2,2,1,2,2,2,2,2,2,167,"Baja Afectación"
"Madrid","Madrid","Mujer",50,2,2,1,1,3,1,1,3,2,3,3,3,2,2,2,1,2,3,1,1,3,3,3,1,3,3,2,2,3,3,2,2,1,1,2,3,3,2,2,2,3,2,2,1,1,1,2,2,1,2,1,1,2,1,107,"Moderada Afectación"
"Madrid","Madrid","Hombre",58,1,2,2,1,1,3,3,3,3,3,4,3,3,3,3,1,1,1,2,4,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,5,5,3,3,2,1,2,1,1,2,2,2,2,2,2,2,1,131,"Moderada Afectación"
"Madrid","Madrid","Mujer",75,2,2,2,2,4,3,4,4,2,2,4,2,1,4,4,3,2,1,2,4,1,4,4,4,4,4,4,4,3,5,2,2,3,4,5,2,2,5,5,5,5,2,2,2,2,1,1,2,2,2,2,2,2,1,154,"Baja Afectación"
"Madrid","Madrid","Hombre",71,2,2,2,1,3,4,4,4,3,4,4,4,3,1,4,1,1,2,2,4,3,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,124,"Moderada Afectación"
"Madrid","Madrid","Mujer",46,2,2,2,1,3,3,3,3,3,4,3,3,4,3,4,1,1,1,1,3,3,3,4,4,3,3,3,3,5,3,2,2,3,2,4,2,5,5,3,3,5,5,4,1,1,2,2,1,2,1,2,2,2,1,146,"Baja Afectación"
"Madrid","Madrid","Mujer",47,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,3,2,1,2,3,3,3,3,2,2,3,2,2,3,4,2,2,2,2,2,2,2,4,4,4,3,2,2,2,2,2,2,1,2,2,2,2,2,1,141,"Baja Afectación"
"Madrid","Madrid","Mujer",54,1,2,2,2,4,3,4,3,3,4,4,3,4,3,4,1,1,1,2,2,3,2,2,3,4,3,3,3,2,3,4,2,1,3,2,3,2,5,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,136,"Moderada Afectación"
"Madrid","Madrid","Hombre",36,2,2,1,1,2,3,3,3,3,4,4,4,3,3,3,1,2,1,2,4,3,4,4,4,4,4,3,3,3,5,3,5,2,5,5,5,3,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,1,159,"Baja Afectación"
"Madrid","Madrid","Hombre",51,2,2,2,1,2,1,3,3,2,4,4,4,3,1,2,1,2,1,1,3,3,3,2,2,1,1,2,1,4,5,1,1,2,1,3,1,1,5,1,3,1,1,1,2,2,1,2,1,2,2,2,2,2,1,109,"Moderada Afectación"
"Madrid","Madrid","Hombre",21,2,2,1,1,3,3,3,3,4,4,4,3,4,1,1,1,1,3,1,3,4,2,1,1,4,4,4,3,2,4,1,1,1,1,2,2,1,1,2,2,2,1,5,1,1,2,2,2,1,1,2,1,2,1,115,"Moderada Afectación"
"Madrid","Madrid","Hombre",53,2,2,2,1,3,4,4,4,3,4,3,4,3,4,3,1,1,2,2,4,4,3,4,4,3,4,4,3,1,4,1,1,1,1,2,5,4,1,1,1,1,1,4,2,1,1,1,2,2,2,2,2,2,1,132,"Moderada Afectación"
"Madrid","Madrid","Hombre",36,2,2,2,1,2,3,3,3,4,4,4,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,3,4,3,3,1,1,1,1,3,3,1,3,3,1,3,1,1,2,1,1,2,1,2,2,2,2,2,1,134,"Moderada Afectación"
"Madrid","Madrid","Mujer",42,3,2,2,1,4,4,4,4,4,4,4,4,4,2,4,3,2,1,2,4,4,4,4,4,4,4,4,4,5,5,1,1,2,1,4,5,1,5,1,5,5,5,5,2,2,2,2,1,1,2,2,2,2,2,165,"Baja Afectación"
"Madrid","Madrid","Mujer",62,2,2,2,2,1,3,4,4,1,4,4,4,3,4,4,2,2,1,2,4,2,4,4,3,4,4,3,3,4,4,1,1,1,1,4,4,1,5,5,1,3,1,1,1,1,2,2,2,2,2,2,2,2,1,138,"Moderada Afectación"
"Madrid","Madrid","Hombre",57,3,2,2,1,3,3,3,3,3,4,4,3,4,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,4,4,3,3,5,3,3,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,143,"Baja Afectación"
"Madrid","Madrid","Mujer",43,3,2,1,1,3,4,4,4,4,4,4,4,4,4,1,3,2,3,2,4,4,4,4,4,4,4,4,4,5,4,2,2,3,4,4,5,1,4,1,1,4,4,3,1,1,2,2,1,1,2,2,2,2,1,157,"Baja Afectación"
"Madrid","Madrid","Hombre",19,3,2,2,1,2,2,2,2,1,4,4,1,1,4,3,1,1,1,2,3,2,2,4,2,4,2,2,2,3,5,2,2,2,2,2,2,2,5,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,1,121,"Moderada Afectación"
"Madrid","Madrid","Hombre",46,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,3,5,2,2,2,2,2,3,3,4,4,4,4,3,3,2,1,1,2,1,2,2,2,2,2,2,158,"Baja Afectación"
"Madrid","Madrid","Hombre",53,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,4,3,3,4,3,3,5,2,2,2,2,4,3,2,4,4,4,4,4,4,2,1,2,1,1,2,2,2,2,1,1,157,"Baja Afectación"
"Madrid","Madrid","Mujer",21,2,2,2,1,2,2,1,4,2,4,4,2,2,2,2,1,1,3,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,100,"Moderada Afectación"
"Madrid","Madrid","Mujer",42,1,2,2,2,2,2,4,3,1,3,3,2,2,2,2,3,2,1,2,1,2,2,2,1,4,1,1,1,4,5,1,1,1,4,5,5,1,1,1,2,5,2,3,1,1,1,2,1,2,2,2,2,2,1,114,"Moderada Afectación"
"Madrid","Madrid","Mujer",44,2,2,1,1,1,2,2,2,2,4,4,4,2,4,2,3,2,3,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,107,"Moderada Afectación"
"Madrid","Madrid","Hombre",56,3,2,2,2,3,3,3,3,2,3,4,3,2,2,1,3,2,1,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,2,2,4,4,4,2,2,4,1,1,2,2,2,2,2,2,2,2,1,133,"Moderada Afectación"
"Madrid","Madrid","Hombre",54,2,1,2,1,1,4,3,4,4,4,4,4,4,3,3,1,1,1,2,4,4,4,4,4,4,3,4,4,3,3,2,2,2,2,3,3,2,5,5,2,5,3,2,1,1,2,2,1,1,2,2,2,2,2,146,"Baja Afectación"
"Madrid","Madrid","Mujer",51,2,2,2,1,3,4,3,4,3,4,4,4,4,4,4,1,1,1,2,4,4,4,4,3,3,4,3,4,3,3,1,1,2,2,2,3,2,5,5,2,5,3,2,2,1,2,2,1,2,2,2,2,2,1,146,"Baja Afectación"
"Madrid","Madrid","Hombre",39,3,2,2,2,4,4,3,3,4,4,4,4,4,4,4,3,2,1,2,4,4,4,4,3,4,4,4,4,4,5,3,4,4,3,5,5,3,3,3,3,3,3,4,2,2,2,2,1,2,2,2,2,2,2,170,"Baja Afectación"
"Madrid","Madrid","Hombre",30,2,1,2,2,3,3,3,1,3,3,4,3,1,3,1,1,2,2,1,3,3,1,2,3,1,3,3,3,2,4,2,2,2,2,3,5,1,3,1,1,1,1,3,1,2,2,2,2,2,1,2,2,2,1,115,"Moderada Afectación"
"Madrid","Madrid","Mujer",22,1,2,2,2,2,3,3,3,2,4,2,2,2,4,4,1,1,1,1,2,3,2,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,2,1,1,101,"Moderada Afectación"
"Madrid","Madrid","Mujer",59,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,2,3,2,1,1,1,2,1,1,5,1,1,1,1,1,5,1,5,3,3,1,1,1,1,1,1,2,2,1,1,1,2,2,1,86,"Alta Afectación"
"Madrid","Madrid","Hombre",45,2,2,2,2,2,4,4,4,2,4,4,4,4,4,4,1,2,1,2,4,4,4,3,4,4,4,3,3,3,5,2,2,2,2,2,2,2,5,5,5,3,2,2,2,1,2,2,1,2,2,2,2,1,2,150,"Baja Afectación"
"Madrid","Madrid","Mujer",32,4,1,2,2,4,3,1,4,2,3,3,4,3,1,3,3,1,1,1,3,1,1,1,1,3,1,1,1,2,5,2,2,5,5,5,5,1,1,1,1,1,2,5,1,1,1,1,1,2,2,2,2,2,1,118,"Moderada Afectación"
"Madrid","Madrid","Hombre",44,3,2,2,2,3,2,3,3,4,4,4,4,4,2,3,1,1,1,2,3,3,3,4,2,4,4,3,3,3,3,2,2,2,1,4,3,1,5,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,136,"Moderada Afectación"
"Madrid","Madrid","Hombre",42,1,2,2,2,3,4,4,4,3,4,4,4,4,1,2,3,1,1,2,4,3,4,4,4,2,4,4,4,4,4,1,1,1,1,4,2,1,5,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,148,"Baja Afectación"
"Madrid","Madrid","Mujer",31,2,2,2,2,4,4,3,4,4,4,4,4,4,4,4,3,1,2,2,4,4,4,4,4,4,4,4,3,3,4,3,3,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,157,"Baja Afectación"
"Madrid","Madrid","Hombre",42,2,2,2,1,3,3,3,3,4,4,3,3,3,4,3,1,2,1,1,3,3,3,4,4,3,3,3,4,2,4,2,2,3,2,4,2,4,4,4,2,4,2,2,2,1,2,1,1,2,2,2,2,2,1,139,"Moderada Afectación"
"Madrid","Madrid","Mujer",29,3,2,2,1,3,4,3,3,3,4,4,4,4,3,1,1,2,1,1,4,4,3,4,4,4,3,3,3,5,5,5,1,1,4,5,5,4,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,145,"Baja Afectación"
"Madrid","Madrid","Mujer",43,2,2,2,1,4,4,3,3,3,4,4,4,4,4,4,2,2,3,1,4,4,3,4,3,4,3,3,3,3,3,2,2,2,3,4,3,2,5,5,3,3,3,3,1,1,1,2,2,2,2,2,2,2,1,151,"Baja Afectación"
"Madrid","Madrid","Mujer",22,2,2,2,2,3,2,3,1,4,4,4,4,2,4,1,1,1,2,2,3,3,3,4,2,3,2,1,2,1,5,1,1,1,1,2,2,3,3,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,117,"Moderada Afectación"
