"","x"
"PC1",-0.534316738085093
"PC2",-0.148358288847126
"PC3",-0.0150784173123937
"PC4",-0.16115811243594
"PC5",0.0136435748451393
"PC6",0.0717008415375015
"PC7",0.00631493400850944
"PC8",0.133870653872456
"PC9",0.114341509244628
"PC10",-0.0515789856904297
"PC11",-0.00538356724720545
"PC12",-0.0147325484834521
"PC13",0.0665493995509316
"PC14",0.10784452490959
"PC15",-0.0832104847426136
