"","x"
"PC1",0.475530815865257
"PC2",0.11083485245331
"PC3",0.0367796857396707
"PC4",-0.145365257668832
"PC5",0.0157075427582991
"PC6",0.163424873112503
"PC7",-0.00706392184178159
"PC8",-0.0346920316858237
"PC9",0.0445925199434708
"PC10",0.0590273498500849
"PC11",0.121004272986569
"PC12",-0.0839020811526402
"PC13",0.00478773661428872
"PC14",0.0146004938101486
"PC15",-0.0534456806838449
