"","x"
"PC1",0.534581904372692
"PC2",-0.0510114425351294
"PC3",-0.0301251129074093
"PC4",-0.0826341224725679
"PC5",0.00588887824547103
"PC6",0.134089424081624
"PC7",0.131754674276828
"PC8",-0.0483544432600969
"PC9",-0.0249466236235522
"PC10",0.0362582934508994
"PC11",-0.0413491638898308
"PC12",0.048087097830428
"PC13",-0.12377392796325
"PC14",0.0708131413908236
"PC15",0.0359527018225012
