"","x"
"PC1",-0.558536300855777
"PC2",0.115408347570001
"PC3",0.163410561032503
"PC4",-0.0197370993938718
"PC5",-0.0029359233599152
"PC6",-0.0409659167740192
"PC7",-0.0129770974348362
"PC8",0.175281986126598
"PC9",0.117179597644026
"PC10",0.029840428437248
"PC11",0.0162349584328112
"PC12",-0.104574434609795
"PC13",0.176107388959411
"PC14",0.0624855923530542
"PC15",0.148789936348374
